rating,content,class,content_clean,content_clean_pt,length,positive_count,negative_count,class_new
1,shop bán hàng kiểu gì mà mua về ko bay dc tí nào.máy ko nhúc nhích,0,shop bán hàng kiểu gì mà mua về ko bay dc tí nào máy ko nhúc nhích,cửa_hàng hàng kiểu không_bay tí máy không_nhúc_nhích,74,0,0,0
5,"khăn đẹp nhưng để quẩn em bé thì tốt hơn là để tắm. Nói chung cũng ổn,với giá tiền phù hợp và được tặng thêm sáp thơm. tiếc là mua để tắm thì không thích lắm.",1,khăn đẹp nhưng để quẩn em bé thì tốt hơn là để tắm nói chung cũng ổn với giá tiền phù hợp và được tặng thêm sáp thơm tiếc là mua để tắm thì không thích lắm,khăn đẹp quẩn bé tốt ổn giá tiền tặng sáp thơm_tiếc không_thích lắm,183,3,1,1
5,Giao hàng nhanh bất ngờ. Xe to như cái kẹo. Nhưng rất dễ thương và vui mắt.,1,giao hàng nhanh bất ngờ xe to như cái kẹo nhưng rất dễ thương và vui mắt,giao_hàng kẹo dễ_thương mắt,72,0,1,0
3,"Giao hàng lâu, xe kg có đc cái hộp luôn",0,giao hàng lâu xe kg có đc cái hộp luôn,giao_hàng hộp,43,0,0,0
1,Hư 1 xe k chạy đà được,0,hư 1 xe k chạy đà được,hư không_chạy đà,26,0,1,0
5,"sp rất đẹp, con m rất thích",1,sp rất đẹp con m rất thích,sản_phẩm_đẹp rất_thích,32,2,0,1
5,"Đóng gói kỹ lưỡng. Giao hàng nhanh bất ngờ. Đã nhận hàng, đúng theo QC,",1,đóng gói kỹ lưỡng giao hàng nhanh bất ngờ đã nhận hàng đúng theo qc,đóng_gói_kỹ_lưỡng giao_hàng hàng quảng_cáo,74,1,0,1
5,"Chuyên nghiệp, thân thiện. Đóng gói kỹ lưỡng. Giá tốt. Giao hàng nhanh bất ngờ. cũng tạm ổn chứ không được đẹp",1,chuyên nghiệp thân thiện đóng gói kỹ lưỡng giá tốt giao hàng nhanh bất ngờ cũng tạm ổn chứ không được đẹp,chuyên_nghiệp thân_thiện đóng_gói_kỹ_lưỡng giá_tốt giao_hàng tạm ổn đẹp,105,6,0,1
5,Đẹp như mô tả. Hàng ok,1,đẹp như mô tả hàng ok,đẹp như_mô_tả hàng_ổn,21,3,0,1
2,"Không có hàng như mẫu, tự ý thay mã hàng khác mà không hỏi ý kiến kh! không lẻ trả hàng?",0,không có hàng như mẫu tự ý thay mã hàng khác mà không hỏi ý kiến kh không lẻ trả hàng,hàng mẫu thay_mã hàng không_hỏi ý_kiến không_không lẻ hàng,88,0,0,0
4,"Giá cả rất phải chăng. Có những shop ngoài Hà Nội bán cùng sản phẩm nhưng đắt hơn. Đóng gói sản phảm cẩn thận (Shop đã lót thêm 1 miếng xốp ở trong). Hai chiếc máy bay Su khá ổn. Tuy vậy, cũng 1 số lỗi nhỏ như: Su-30 mấy cánh bánh (xe) đáp hơi khập khễnh, chiếc Su 34 thì có một bên cánh hơi cong... Tóm lại với mức giá và sản phẩm như là CHẤP NHẬN ĐƯỢC",1,giá cả rất phải chăng có những shop ngoài hà nội bán cùng sản phẩm nhưng đắt hơn đóng gói sản phảm cẩn thận shop đã lót thêm 1 miếng xốp ở trong hai chiếc máy bay su khá ổn tuy vậy cũng 1 số lỗi nhỏ như su-30 mấy cánh bánh xe đáp hơi khập khễnh chiếc su 34 thì có một bên cánh hơi cong tóm lại với mức giá và sản phẩm như là chấp nhận được,giá_cả cửa_hàng hà_nội sản_phẩm đắt đóng_gói_sản phảm cẩn_thận cửa_hàng lót miếng xốp máy_bay_su ổn lỗi su- mấy cánh bánh_xe đáp khập khễnh cánh cong_tóm_lại giá sản_phẩm chấp_nhận,339,2,0,1
5,tốt hơn mong đọi,1,tốt hơn mong đọi,tốt đọi,16,1,0,1
5,"Đóng gói kỹ lưỡng. Đẹp như mô tả. Chuyên nghiệp, thân thiện.",1,đóng gói kỹ lưỡng đẹp như mô tả chuyên nghiệp thân thiện,đóng_gói_kỹ_lưỡng đẹp như_mô_tả chuyên_nghiệp thân_thiện,56,5,0,1
5,hàng lỗi k tì vết,1,hàng lỗi k tì vết,hàng lỗi không_tì vết,24,0,0,1
5,Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. nhung minh dat 1m2 lai giao 1m nen hoi nho,1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi chất lượng sản phẩm dịch vụ rất tốt gửi sản phẩm vé dịch vụ nhanh nhung minh dat 1m2 lai giao 1m nen hoi nho,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi chất_lượng sản_phẩm_dịch_vụ_rất_tốt gửi_sản_phẩm vé_dịch_vụ nhung_minh m nen_hoi,157,3,0,1
5,mau ve dung duoc 5 hom hong bom,1,mau ve dung duoc 5 hom hong bom,ve_dung,31,0,0,1
5,chiều Cao không theo dặt hàng. không hài lòng lắm rồi,1,chiều cao không theo dặt hàng không hài lòng lắm rồi,chiều không_theo dặt hàng_không hài_lòng lắm,52,0,0,1
5,"Giá tốt. Chất lượng tuyệt vời. Đóng gói kỹ lưỡng. Đẹp như mô tả. Chuyên nghiệp, thân thiện.",1,giá tốt chất lượng tuyệt vời đóng gói kỹ lưỡng đẹp như mô tả chuyên nghiệp thân thiện,giá_tốt chất_lượng_tuyệt_vời đóng_gói_kỹ_lưỡng đẹp như_mô_tả chuyên_nghiệp thân_thiện,85,7,0,1
5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. xe okie nè. đẹp chắc chắn so vs giá tiền.",1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi gửi sản phẩm vé dịch vụ nhanh shop tư vấn hướng dẫn cực kỳ nhiệt tình xe okie nè đẹp chắc chắn so vs giá tiền,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi gửi_sản_phẩm vé_dịch_vụ cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình ổnie nè đẹp giá tiền,159,4,0,1
5,Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. chất lương xe hợp với giá tiền,1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi chất lương xe hợp với giá tiền,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi chất lương hợp giá tiền,79,2,0,1
5,Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. rất tốt,1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi rất tốt,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi rất_tốt,56,3,0,1
2,Nhân viên giao hàng ko tốt,0,nhân viên giao hàng ko tốt,giao_hàng_không_tốt,29,0,1,0
5,"Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. tot",1,shop tư vấn hướng dẫn cực kỳ nhiệt tình tot,cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình tốt,43,2,0,1
5,Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Rất ưng,1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi rất ưng,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi ưng,56,2,0,1
5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. sản phẩm rất đẹp.cảm ơn shop nhiều nhé",1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi chất lượng sản phẩm dịch vụ rất tốt gửi sản phẩm vé dịch vụ nhanh shop tư vấn hướng dẫn cực kỳ nhiệt tình sản phẩm rất đẹp cảm ơn shop nhiều nhé,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi chất_lượng sản_phẩm_dịch_vụ_rất_tốt gửi_sản_phẩm vé_dịch_vụ cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình sản_phẩm_đẹp cửa_hàng,200,5,0,1
5,Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. thanks,1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi thanks,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi,55,2,0,1
5,Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. san pham dep .nhac mau het bin qua sai co chut het pin roi,1,chất lượng sản phẩm dịch vụ rất tốt gửi sản phẩm vé dịch vụ nhanh san pham dep nhac mau het bin qua sai co chut het pin roi,chất_lượng sản_phẩm_dịch_vụ_rất_tốt gửi_sản_phẩm vé_dịch_vụ sản_phẩm co_chut,123,1,0,1
5,sản phẩm rất tốt shop giao đúng mẫu màu. rất đẹp bé nhà mình rất thích.. moi người nên mua nhe,1,sản phẩm rất tốt shop giao đúng mẫu màu rất đẹp bé nhà mình rất thích moi người nên mua nhe,sản_phẩm_rất_tốt cửa_hàng mẫu màu đẹp bé rất_thích,91,3,0,1
5,"Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. dễ thương",1,shop tư vấn hướng dẫn cực kỳ nhiệt tình dễ thương,cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình dễ_thương,49,1,1,1
5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. san pham tuyet voi cac ban nen mua cho con e minh su dung .cam on shop",1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi chất lượng sản phẩm dịch vụ rất tốt gửi sản phẩm vé dịch vụ nhanh shop tư vấn hướng dẫn cực kỳ nhiệt tình san pham tuyet voi cac ban nen mua cho con e minh su dung cam on shop,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi chất_lượng sản_phẩm_dịch_vụ_rất_tốt gửi_sản_phẩm vé_dịch_vụ cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình sản_phẩm con_em minh_su_dung cam_on cửa_hàng,225,4,0,1
3,Chất lượng ổn. Đúng mô tả. Đóng gói kỹ.,0,chất lượng ổn đúng mô tả đóng gói kỹ,chất_lượng_ổn đúng_mô_tả đóng_gói_kỹ,36,3,0,1
5,"Chất lượng tuyệt vời. Đẹp như mô tả. Hàng như mong đợi, xuất sắc",1,chất lượng tuyệt vời đẹp như mô tả hàng như mong đợi xuất sắc,chất_lượng_tuyệt_vời đẹp như_mô_tả hàng_như_mong_đợi xuất_sắc,61,5,0,1
5,"Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. giao hàng hơi chậm so với ***",1,shop tư vấn hướng dẫn cực kỳ nhiệt tình giao hàng hơi chậm so với ***,cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình giao_hàng_chậm * * *,69,1,1,1
5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. god",1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi chất lượng sản phẩm dịch vụ rất tốt gửi sản phẩm vé dịch vụ nhanh shop tư vấn hướng dẫn cực kỳ nhiệt tình god,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi chất_lượng sản_phẩm_dịch_vụ_rất_tốt gửi_sản_phẩm vé_dịch_vụ cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình,158,4,0,1
4,"Chất lượng sản phẩm/dịch vụ khá tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop phục vụ khá tốt. xe không giông mâu đăng, mau sơn lai kg đêu. nhưng shop phuc vu tot nên cho shop 4 sao",1,chất lượng sản phẩm dịch vụ khá tốt gửi sản phẩm vé dịch vụ nhanh shop phục vụ khá tốt xe không giông mâu đăng mau sơn lai kg đêu nhưng shop phuc vu tot nên cho shop 4 sao,chất_lượng sản_phẩm_dịch_vụ_tốt gửi_sản_phẩm vé_dịch_vụ cửa_hàng phục_vụ_tốt không_giông mâu đăng_mau sơn_lai không_đêu cửa_hàng_tốt cửa_hàng,174,3,0,1
5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. hàng mình đã nhận và ok cho 5 ***** luôn , chỉ môi tội xe hơi nhỏ chút , nếu xe to hơn một chút thì quả là tuyệt vời . cảm ơn shop chúc shop mua may bán đắt nhé .",1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi gửi sản phẩm vé dịch vụ nhanh shop tư vấn hướng dẫn cực kỳ nhiệt tình hàng mình đã nhận và ok cho 5 ***** luôn chỉ môi tội xe hơi nhỏ chút nếu xe to hơn một chút thì quả là tuyệt vời cảm ơn shop chúc shop mua may bán đắt nhé,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi gửi_sản_phẩm vé_dịch_vụ cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình hàng_ổn * * * * * môi_tội chút một_chút tuyệt_vời cửa_hàng chúc_cửa_hàng đắt,273,5,0,1
5,cho shop 5 sao.,1,cho shop 5 sao,cửa_hàng_ _sao,14,1,0,1
5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. con gai toi rat thich,om luon xe ngu luon,sop phuc vu ok cho 5 sao luon....",1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi chất lượng sản phẩm dịch vụ rất tốt gửi sản phẩm vé dịch vụ nhanh shop tư vấn hướng dẫn cực kỳ nhiệt tình con gai toi rat thich om luon xe ngu luon sop phuc vu ok cho 5 sao luon,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi chất_lượng sản_phẩm_dịch_vụ_rất_tốt gửi_sản_phẩm vé_dịch_vụ cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình toi_rat thích_om sop vu_ổn _sao,226,5,0,1
1,Chất lượng cần tốt hơn. giao hàng thiếu phụ tùng.. làm ăm không cẩn thận. ráp xe vào thíu muốn cho vào shot rác???,0,chất lượng cần tốt hơn giao hàng thiếu phụ tùng làm ăm không cẩn thận ráp xe vào thíu muốn cho vào shot rác,chất_lượng_cần_tốt_hơn giao_hàng phụ_tùng ăm không_cẩn_thận ráp thíu rác,107,0,2,0
3,Sản phẩm/dịch vụ tương đối giống mô tả. Shop phục vụ chấp nhận được. bóng ko đủ chỉ được tầm 393 cái thôi 100 cái kia theo lỗ bay mất rồi.:(,0,sản phẩm dịch vụ tương đối giống mô tả shop phục vụ chấp nhận được bóng ko đủ chỉ được tầm 393 cái thôi 100 cái kia theo lỗ bay mất rồi,sản_phẩm_dịch_vụ tương_đối giống_mô_tả cửa_hàng phục_vụ chấp_nhận bóng không_đủ tầm lỗ,138,1,0,1
5,hàng rẻ đẹp. đóng gói cẩn thận,1,hàng rẻ đẹp đóng gói cẩn thận,hàng rẻ đẹp đóng_gói_cẩn_thận,29,2,0,1
5,Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Ok,1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi ok,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi ổn,51,3,0,1
1,"Chất lượng sản phẩm/dịch vụ rất tệ. sản phẩm k giống mô tả. shop mô tả bóng dày, dẻo. mà bơm lên mỏng te, dể bể, và bị xì. mua 5 bịch h k làm gì đc. thái độ của ng giao hàng cũng k tốt.",0,chất lượng sản phẩm dịch vụ rất tệ sản phẩm k giống mô tả shop mô tả bóng dày dẻo mà bơm lên mỏng te dể bể và bị xì mua 5 bịch h k làm gì đc thái độ của ng giao hàng cũng k tốt,chất_lượng sản_phẩm_dịch_vụ_rất_tệ sản_phẩm_không_giống_mô_tả cửa_hàng mô_tả bóng dày_dẻo bơm mỏng dể bể xì bịch không_làm_gì thái_độ giao_hàng_không_tốt,193,0,4,0
5,Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Gửi sản phẩm/vé dịch vụ nhanh. hàng ok .,1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi gửi sản phẩm vé dịch vụ nhanh hàng ok,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi gửi_sản_phẩm vé_dịch_vụ hàng_ổn,86,3,0,1
5,"giao thiếu bóng. bao bì đã bị mở lấy bớt bóng xong rồi dập lại. bán hàng k có tâm, thôi mình bố thí luôn coi như cúng cô hồn.",1,giao thiếu bóng bao bì đã bị mở lấy bớt bóng xong rồi dập lại bán hàng k có tâm thôi mình bố thí luôn coi như cúng cô hồn,bóng bao_bì bớt bóng dập hàng không_có_tâm bố_thí cúng cô_hồn,125,0,1,0
1,"Đã đếm Túi 300 quả chứ không phải 500 Không có gì phàn nàn về giá cả, chỉ ghét cái kiểu treo đầu dê bán thịt chó",0,đã đếm túi 300 quả chứ không phải 500 không có gì phàn nàn về giá cả chỉ ghét cái kiểu treo đầu dê bán thịt chó,đếm túi phàn_nàn giá_cả ghét kiểu đầu dê thịt chó,111,0,0,0
5,Đóng gói kỹ lưỡng. Giá tốt. túi bóng ko đủ số lượng 100 quả bóng sop nên đếm đủ số lượng hơn,1,đóng gói kỹ lưỡng giá tốt túi bóng ko đủ số lượng 100 quả bóng sop nên đếm đủ số lượng hơn,đóng_gói_kỹ_lưỡng giá_tốt túi bóng không_đủ số_lượng bóng sop đếm số_lượng,94,2,0,1
5,"Chuyên nghiệp, thân thiện. chua nhan hàng ma bao da giao hàng đợi ca nua thag chua thay",1,chuyên nghiệp thân thiện chua nhan hàng ma bao da giao hàng đợi ca nua thag chua thay,chuyên_nghiệp thân_thiện nhan_hàng giao_hàng đợi ca_nua,85,2,0,1
5,Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Hàng đóng gói rất cẩu thả.,1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi hàng đóng gói rất cẩu thả,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi hàng đóng_gói cẩu_thả,74,2,0,1
5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Món hàng tuyệt vời cho cháu của tôi Xin cám ơn nhà cung cấp hàng",1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi chất lượng sản phẩm dịch vụ rất tốt gửi sản phẩm vé dịch vụ nhanh shop tư vấn hướng dẫn cực kỳ nhiệt tình món hàng tuyệt vời cho cháu của tôi xin cám ơn nhà cung cấp hàng,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi chất_lượng sản_phẩm_dịch_vụ_rất_tốt gửi_sản_phẩm vé_dịch_vụ cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình món hàng_tuyệt_vời cháu cám_ơn nhà_cung_cấp hàng,219,5,0,1
3,Bánh xe bị móp,0,bánh xe bị móp,bánh_xe móp,14,0,0,0
5,Chất lượng sản phẩm/dịch vụ rất tốt. Hàng tốt lắm cảm ơn shop có j xe đặt thêm cái nữa,1,chất lượng sản phẩm dịch vụ rất tốt hàng tốt lắm cảm ơn shop có j xe đặt thêm cái nữa,chất_lượng sản_phẩm_dịch_vụ_rất_tốt hàng_tốt lắm cửa_hàng,86,2,0,1
5,Đẹp như mô tả. hàng ok,1,đẹp như mô tả hàng ok,đẹp như_mô_tả hàng_ổn,21,3,0,1
5,"Chất lượng sản phẩm/dịch vụ rất tốt. Sản phẩm tốt, đầy đủ, chỉ có 1 2 trái bị móp xì, chắc do chuyên chở siết chặt wa, nói chung cũng rất hài lòng.",1,chất lượng sản phẩm dịch vụ rất tốt sản phẩm tốt đầy đủ chỉ có 1 2 trái bị móp xì chắc do chuyên chở siết chặt wa nói chung cũng rất hài lòng,chất_lượng sản_phẩm_dịch_vụ_rất_tốt sản_phẩm_tốt đầy_đủ trái móp xì chuyên_chở siết chặt hài_lòng,142,2,0,1
1,mua 3 túi 300 bóng mà giao có 2 túi. 200 bóng,0,mua 3 túi 300 bóng mà giao có 2 túi 200 bóng,túi bóng túi bóng,44,0,0,0
5,"Gửi sản phẩm/vé dịch vụ nhanh. NHẬN ĐỦ 300 QUẢ BÓNG ĐỦ MÀU, MỀM, DÀY BÓNG ĐẸP. NHƯNG KHÔNG ĐỊNH HÌNH ĐƯỢC LÀ NÓ NHỎ NHƯ VẬY. ĐỢI SALE MUA THÊM 1000 QUẢ MỚI ĐỦ 1 NHÀ BANH CHO CON",1,gửi sản phẩm vé dịch vụ nhanh nhận đủ 300 quả bóng đủ màu mềm dày bóng đẹp nhưng không định hình được là nó nhỏ như vậy đợi sale mua thêm 1000 quả mới đủ 1 nhà banh cho con,gửi_sản_phẩm vé_dịch_vụ bóng màu mềm dày bóng đẹp không_định_hình đợi,172,1,0,1
5,"1 túi bóng căng và màu nét, 1 túi thì bóng bị mềm và màu nhạt hơn, vẫn đánh giá cho Shop 5 sao.",1,1 túi bóng căng và màu nét 1 túi thì bóng bị mềm và màu nhạt hơn vẫn đánh giá cho shop 5 sao,túi bóng căng màu nét túi bóng mềm màu nhạt cửa_hàng_ _sao,92,1,0,1
5,Giá tốt. mua 3 phao mà có đúng 1 phao có 1 miếng vá và 1 lọ 1 keo,1,giá tốt mua 3 phao mà có đúng 1 phao có 1 miếng vá và 1 lọ 1 keo,giá_tốt miếng vá lọ,64,1,0,1
1,"Chất lượng sản phẩm/dịch vụ rất tệ. Đóng gói hàng không cẩn thận/Vé dịch vụ rách, mờ, không rõ thông tin. hag k sd dk,bom len xong,xiu xep dep",0,chất lượng sản phẩm dịch vụ rất tệ đóng gói hàng không cẩn thận vé dịch vụ rách mờ không rõ thông tin hag k sd dk bom len xong xiu xep dep,chất_lượng sản_phẩm_dịch_vụ_rất_tệ đóng_gói hàng_không cẩn_thận vé_dịch_vụ rách_mờ_không_rõ thông_tin hag không_sử_dụng,149,1,1,0
5,Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. shop có thể thay thế van bơm hơi bằng van xe máy hoặc xe đạp thì tiện lợi hơn cho khách,1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi shop có thể thay thế van bơm hơi bằng van xe máy hoặc xe đạp thì tiện lợi hơn cho khách,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi cửa_hàng_thể thay_thế bơm xe_máy xe_đạp tiện_lợi,136,3,0,1
3,Chất lượng hơi kém,0,chất lượng hơi kém,chất_lượng_kém,18,0,1,0
5,ko giống màu nhưng hàng rất tôt đang đc 5sao,1,ko giống màu nhưng hàng rất tôt đang đc 5sao,không_giống màu hàng tôt,49,0,0,1
1,"mua về bơm lên có 1 tầng ở dưới, hỏi thi shop k tl. mọi nguoi dung nên mua ak",0,mua về bơm lên có 1 tầng ở dưới hỏi thi shop k tl mọi nguoi dung nên mua ak,bơm tầng thi_cửa_hàng không_trả_lời người_dung,83,0,0,0
5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. phao đẹp, bé rất thích",1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi chất lượng sản phẩm dịch vụ rất tốt gửi sản phẩm vé dịch vụ nhanh shop tư vấn hướng dẫn cực kỳ nhiệt tình phao đẹp bé rất thích,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi chất_lượng sản_phẩm_dịch_vụ_rất_tốt gửi_sản_phẩm vé_dịch_vụ cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình đẹp bé rất_thích,176,6,0,1
5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. shop tư vấn nhiệt tình, cụ thể. Cảm ơn và sẽ tiếp tục ủng hộ shop.",1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi chất lượng sản phẩm dịch vụ rất tốt gửi sản phẩm vé dịch vụ nhanh shop tư vấn hướng dẫn cực kỳ nhiệt tình shop tư vấn nhiệt tình cụ thể cảm ơn và sẽ tiếp tục ủng hộ shop,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi chất_lượng sản_phẩm_dịch_vụ_rất_tốt gửi_sản_phẩm vé_dịch_vụ cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình cửa_hàng tư_vấn_nhiệt_tình ủng_hộ cửa_hàng,218,5,0,1
5,"Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. rất tốt ?",1,gửi sản phẩm vé dịch vụ nhanh shop tư vấn hướng dẫn cực kỳ nhiệt tình rất tốt,gửi_sản_phẩm vé_dịch_vụ cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình rất_tốt,77,2,0,1
5,"Chuyên nghiệp, thân thiện. Giá tốt. Đóng gói kỹ lưỡng.",1,chuyên nghiệp thân thiện giá tốt đóng gói kỹ lưỡng,chuyên_nghiệp thân_thiện giá_tốt đóng_gói_kỹ_lưỡng,50,4,0,1
3,Sản phẩm/dịch vụ tương đối giống mô tả. Chất lượng sản phẩm/dịch vụ tương đối tốt. Shop phục vụ chấp nhận được.,0,sản phẩm dịch vụ tương đối giống mô tả chất lượng sản phẩm dịch vụ tương đối tốt shop phục vụ chấp nhận được,sản_phẩm_dịch_vụ tương_đối giống_mô_tả chất_lượng sản_phẩm_dịch_vụ tương_đối tốt cửa_hàng phục_vụ chấp_nhận,108,2,0,1
5,"Chất lượng tuyệt vời. lều đẹp như hình, bé thích quá mới mua về đã mở ra chơi, giá chưa tới 200k được cái lều đẹp, bé tha hồ chơi",1,chất lượng tuyệt vời lều đẹp như hình bé thích quá mới mua về đã mở ra chơi giá chưa tới 200k được cái lều đẹp bé tha hồ chơi,chất_lượng_tuyệt_vời lều đẹp hình bé thích giá ngàn lều đẹp bé,129,4,0,1
5,Sp ổn bé nhà mình rất thích,1,sp ổn bé nhà mình rất thích,sản_phẩm_ổn bé rất_thích,33,2,0,1
5,Gửi sản phẩm/vé dịch vụ nhanh. hàng đẹp chất lượng,1,gửi sản phẩm vé dịch vụ nhanh hàng đẹp chất lượng,gửi_sản_phẩm vé_dịch_vụ hàng_đẹp chất_lượng,49,1,0,1
3,k giống với mô tả,0,k giống với mô tả,không_giống mô_tả,21,0,0,0
5,"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Khá tốt so với tầm giá.ok!",1,chuyên nghiệp thân thiện đẹp như mô tả đóng gói kỹ lưỡng chất lượng tuyệt vời giá tốt khá tốt so với tầm giá ok,chuyên_nghiệp thân_thiện đẹp như_mô_tả đóng_gói_kỹ_lưỡng chất_lượng_tuyệt_vời giá_tốt tốt tầm giá_ổn,111,9,0,1
5,"Đặt màu xanh , shop giao màu hông.?????",1,đặt màu xanh shop giao màu hông,màu cửa_hàng màu hông,31,0,0,1
